country,year,sex,age,suicides_no,population,suicide_rate
Romania,2016,female,15-24 years,14,1041307,1.344464217
Romania,2016,female,25-34 years,27,1264645,2.134986498
Romania,2016,female,35-54 years,96,2823207,3.400388282
Romania,2016,female,5-14 years,8,1020597,0.78385494
Romania,2016,female,55-74 years,112,2462909,4.547468055
Romania,2016,female,75+ years,61,997868,6.113032986
Romania,2016,male,15-24 years,91,1101638,8.260426746
Romania,2016,male,25-34 years,134,1359178,9.858900012
Romania,2016,male,35-54 years,632,2945568,21.45596367
Romania,2016,male,5-14 years,8,1078281,0.741921633
Romania,2016,male,55-74 years,615,2068747,29.72813979
Romania,2016,male,75+ years,171,579838,29.49099576
Sweden,2000,female,15-24 years,26,500737,5.192346481
Sweden,2000,female,25-34 years,30,601750,4.985459078
Sweden,2000,female,35-54 years,123,1200882,10.24247178
Sweden,2000,female,5-14 years,1,570673,0.1752317
Sweden,2000,female,55-74 years,100,901293,11.09517105
Sweden,2000,female,75+ years,49,484818,10.10688547
Sweden,2000,male,15-24 years,63,524457,12.01242428
Sweden,2000,male,25-34 years,114,626512,18.19598028
Sweden,2000,male,35-54 years,275,1240681,22.16524634
Sweden,2000,male,5-14 years,1,601300,0.166306336
Sweden,2000,male,55-74 years,221,852707,25.91746051
Sweden,2000,male,75+ years,128,303198,42.21663731
Sweden,2001,female,15-24 years,18,502901,3.579233288
Sweden,2001,female,25-34 years,29,593553,4.885831594
Sweden,2001,female,35-54 years,135,1201311,11.23772279
Sweden,2001,female,5-14 years,3,569357,0.526910181
Sweden,2001,female,55-74 years,116,919616,12.61396061
Sweden,2001,female,75+ years,63,486462,12.95065185
Sweden,2001,male,15-24 years,59,527111,11.19308836
Sweden,2001,male,25-34 years,104,616460,16.87051877
Sweden,2001,male,35-54 years,311,1241616,25.04800196
Sweden,2001,male,5-14 years,2,599375,0.333680918
Sweden,2001,male,55-74 years,228,876012,26.02704073
Sweden,2001,male,75+ years,129,305543,42.21991667
Sweden,2002,female,15-24 years,23,508851,4.519987187
Sweden,2002,female,25-34 years,36,584302,6.161197463
Sweden,2002,female,35-54 years,105,1201907,8.736116854
Sweden,2002,female,5-14 years,3,563639,0.532255575
Sweden,2002,female,55-74 years,102,939023,10.86235374
Sweden,2002,female,75+ years,49,486242,10.07728662
Sweden,2002,male,15-24 years,78,533111,14.63109934
Sweden,2002,male,25-34 years,101,605900,16.6694174
Sweden,2002,male,35-54 years,315,1242971,25.34250598
Sweden,2002,male,5-14 years,4,593329,0.674162227
Sweden,2002,male,55-74 years,252,899721,28.00868269
Sweden,2002,male,75+ years,112,306832,36.50205976
Sweden,2003,female,15-24 years,35,518172,6.754513945
Sweden,2003,female,25-34 years,58,576009,10.06928711
Sweden,2003,female,35-54 years,99,1201468,8.239919831
Sweden,2003,female,5-14 years,2,554143,0.360917669
Sweden,2003,female,55-74 years,92,957995,9.603390414
Sweden,2003,female,75+ years,50,486063,10.28673238
Sweden,2003,male,15-24 years,60,543102,11.04764851
Sweden,2003,male,25-34 years,85,596698,14.24506199
Sweden,2003,male,35-54 years,300,1242898,24.13713756
Sweden,2003,male,5-14 years,1,583622,0.171343781
Sweden,2003,male,55-74 years,225,922446,24.39167171
Sweden,2003,male,75+ years,105,307923,34.09943395
Sweden,2004,female,15-24 years,32,529514,6.04327742
Sweden,2004,female,25-34 years,32,570904,5.605145524
Sweden,2004,female,35-54 years,103,1199288,8.588429135
Sweden,2004,female,5-14 years,4,541753,0.738343858
Sweden,2004,female,55-74 years,107,975912,10.96410332
Sweden,2004,female,75+ years,43,486526,8.838171033
Sweden,2004,male,15-24 years,90,555650,16.19724647
Sweden,2004,male,25-34 years,84,590802,14.21796135
Sweden,2004,male,35-54 years,300,1240460,24.18457669
Sweden,2004,male,5-14 years,3,570311,0.526028781
Sweden,2004,male,55-74 years,248,943682,26.28003925
Sweden,2004,male,75+ years,109,309512,35.21672827
Sweden,2005,female,15-24 years,36,542149,6.640240967
Sweden,2005,female,25-34 years,40,568205,7.03971278
Sweden,2005,female,35-54 years,135,1198561,11.26350682
Sweden,2005,female,5-14 years,4,526739,0.759389375
Sweden,2005,female,55-74 years,121,991544,12.20319018
Sweden,2005,female,75+ years,48,486935,9.857578527
Sweden,2005,male,15-24 years,68,569180,11.94701149
Sweden,2005,male,25-34 years,95,588142,16.1525618
Sweden,2005,male,35-54 years,297,1238835,23.97413699
Sweden,2005,male,5-14 years,5,554489,0.901731143
Sweden,2005,male,55-74 years,253,962782,26.27801517
Sweden,2005,male,75+ years,117,311063,37.61295943
Sweden,2006,female,15-24 years,51,557351,9.150427648
Sweden,2006,female,25-34 years,41,565463,7.250695448
Sweden,2006,female,35-54 years,143,1202882,11.88811538
Sweden,2006,female,5-14 years,2,511860,0.390731841
Sweden,2006,female,55-74 years,94,1005125,9.352070638
Sweden,2006,female,75+ years,49,487029,10.06100253
Sweden,2006,male,15-24 years,73,586123,12.45472367
Sweden,2006,male,25-34 years,79,586595,13.46755428
Sweden,2006,male,35-54 years,284,1242768,22.85221377
Sweden,2006,male,5-14 years,2,538858,0.371155295
Sweden,2006,male,55-74 years,265,979423,27.05674668
Sweden,2006,male,75+ years,114,312567,36.47218036
Sweden,2007,female,15-24 years,35,573531,6.102547203
Sweden,2007,female,25-34 years,28,562738,4.975672515
Sweden,2007,female,35-54 years,129,1210389,10.6577307
Sweden,2007,female,5-14 years,2,500349,0.399720995
Sweden,2007,female,55-74 years,97,1018811,9.520902307
Sweden,2007,female,75+ years,34,485845,6.998116683
Sweden,2007,male,15-24 years,69,604397,11.41633728
Sweden,2007,male,25-34 years,103,585980,17.57739172
Sweden,2007,male,35-54 years,298,1251142,23.81823966
Sweden,2007,male,5-14 years,5,526368,0.949905769
Sweden,2007,male,55-74 years,224,995361,22.5043979
Sweden,2007,male,75+ years,102,314248,32.45844047
Sweden,2008,female,15-24 years,40,588321,6.799009384
Sweden,2008,female,25-34 years,42,561352,7.481936468
Sweden,2008,female,35-54 years,99,1217920,8.128612717
Sweden,2008,female,5-14 years,4,492594,0.812027755
Sweden,2008,female,55-74 years,88,1033770,8.512531801
Sweden,2008,female,75+ years,42,483517,8.686354358
Sweden,2008,male,15-24 years,96,619829,15.4881427
Sweden,2008,male,25-34 years,96,586538,16.36722599
Sweden,2008,male,35-54 years,292,1258502,23.202188
Sweden,2008,male,5-14 years,0,518331,0
Sweden,2008,male,55-74 years,263,1012224,25.98239125
Sweden,2008,male,75+ years,108,315606,34.21988175
Sweden,2009,female,15-24 years,43,600839,7.156659271
Sweden,2009,female,25-34 years,33,561793,5.874049694
Sweden,2009,female,35-54 years,133,1226921,10.84014374
Sweden,2009,female,5-14 years,3,488574,0.614031856
Sweden,2009,female,55-74 years,106,1048846,10.10634545
Sweden,2009,female,75+ years,36,481488,7.476821852
Sweden,2009,male,15-24 years,91,632027,14.39811907
Sweden,2009,male,25-34 years,111,588185,18.87161352
Sweden,2009,male,35-54 years,313,1266615,24.71153429
Sweden,2009,male,5-14 years,3,514747,0.582810585
Sweden,2009,male,55-74 years,261,1029075,25.3625829
Sweden,2009,male,75+ years,109,316812,34.40526243
Sweden,2010,female,15-24 years,31,607958,5.099036447
Sweden,2010,female,25-34 years,31,564791,5.488756018
Sweden,2010,female,35-54 years,100,1234672,8.099317066
Sweden,2010,female,5-14 years,2,487899,0.409920906
Sweden,2010,female,55-74 years,105,1063334,9.874601959
Sweden,2010,female,75+ years,34,480218,7.08011778
Sweden,2010,male,15-24 years,87,639346,13.60765532
Sweden,2010,male,25-34 years,106,593020,17.87460794
Sweden,2010,male,35-54 years,280,1273933,21.97917787
Sweden,2010,male,5-14 years,1,514297,0.194440178
Sweden,2010,male,55-74 years,263,1044678,25.17522146
Sweden,2010,male,75+ years,101,318979,31.66352644
Sweden,2011,female,15-24 years,36,607514,5.925789365
Sweden,2011,female,25-34 years,46,571231,8.05278425
Sweden,2011,female,35-54 years,103,1238769,8.31470597
Sweden,2011,female,5-14 years,2,491569,0.406860481
Sweden,2011,female,55-74 years,98,1077463,9.095439936
Sweden,2011,female,75+ years,38,479833,7.919421966
Sweden,2011,male,15-24 years,85,639416,13.29338021
Sweden,2011,male,25-34 years,107,600789,17.8099133
Sweden,2011,male,35-54 years,263,1277205,20.59183921
Sweden,2011,male,5-14 years,3,518467,0.578628919
Sweden,2011,male,55-74 years,245,1059858,23.11630426
Sweden,2011,male,75+ years,86,322530,26.66418628
Sweden,2012,female,15-24 years,34,602499,5.643162893
Sweden,2012,female,25-34 years,27,580871,4.648192112
Sweden,2012,female,35-54 years,140,1241491,11.27676318
Sweden,2012,female,5-14 years,4,499876,0.800198449
Sweden,2012,female,55-74 years,89,1090751,8.159515783
Sweden,2012,female,75+ years,41,480219,8.537771309
Sweden,2012,male,15-24 years,83,635011,13.07063972
Sweden,2012,male,25-34 years,113,609527,18.53896546
Sweden,2012,male,35-54 years,257,1279633,20.08388343
Sweden,2012,male,5-14 years,1,527714,0.189496583
Sweden,2012,male,55-74 years,256,1074267,23.83020236
Sweden,2012,male,75+ years,109,327050,33.32823727
Sweden,2013,female,15-24 years,48,595101,8.065857728
Sweden,2013,female,25-34 years,46,593992,7.744212043
Sweden,2013,female,35-54 years,117,1244666,9.400112159
Sweden,2013,female,5-14 years,1,512011,0.195308304
Sweden,2013,female,55-74 years,108,1102468,9.796202702
Sweden,2013,female,75+ years,48,481818,9.96226791
Sweden,2013,male,15-24 years,99,628573,15.74996063
Sweden,2013,male,25-34 years,111,621904,17.8484139
Sweden,2013,male,35-54 years,266,1283078,20.73139747
Sweden,2013,male,5-14 years,3,540668,0.554869162
Sweden,2013,male,55-74 years,273,1086729,25.12125838
Sweden,2013,male,75+ years,110,333073,33.02579314
Sweden,2014,female,15-24 years,36,585957,6.143795534
Sweden,2014,female,25-34 years,42,609532,6.890532408
Sweden,2014,female,35-54 years,135,1249962,10.80032833
Sweden,2014,female,5-14 years,4,526361,0.759934722
Sweden,2014,female,55-74 years,101,1112312,9.080186135
Sweden,2014,female,75+ years,45,485940,9.260402519
Sweden,2014,male,15-24 years,88,621210,14.16590203
Sweden,2014,male,25-34 years,114,638657,17.84995702
Sweden,2014,male,35-54 years,238,1289581,18.4556069
Sweden,2014,male,5-14 years,2,556118,0.359635905
Sweden,2014,male,55-74 years,224,1097579,20.40855374
Sweden,2014,male,75+ years,119,341315,34.86515389
Sweden,2015,female,15-24 years,38,585957,6.485117509
Sweden,2015,female,25-34 years,48,609532,7.874894181
Sweden,2015,female,35-54 years,100,1249962,8.000243207
Sweden,2015,female,5-14 years,5,526361,0.949918402
Sweden,2015,female,55-74 years,102,1112312,9.170088968
Sweden,2015,female,75+ years,38,485940,7.81989546
Sweden,2015,male,15-24 years,69,621210,11.107355
Sweden,2015,male,25-34 years,108,638657,16.9104856
Sweden,2015,male,35-54 years,288,1289581,22.33283524
Sweden,2015,male,5-14 years,3,556118,0.539453857
Sweden,2015,male,55-74 years,268,1097579,24.41737679
Sweden,2015,male,75+ years,115,341315,33.69321594
Sweden,2016,female,15-24 years,36,570983,6.304916258
Sweden,2016,female,25-34 years,44,641572,6.858154658
Sweden,2016,female,35-54 years,119,1257582,9.462603631
Sweden,2016,female,5-14 years,3,548650,0.546796683
Sweden,2016,female,55-74 years,104,1120938,9.277944008
Sweden,2016,female,75+ years,45,493341,9.121479869
Sweden,2016,male,15-24 years,70,605396,11.56267963
Sweden,2016,male,25-34 years,114,670158,17.01091384
Sweden,2016,male,35-54 years,266,1299990,20.46169586
Sweden,2016,male,5-14 years,2,579341,0.345219827
Sweden,2016,male,55-74 years,232,1106411,20.9686997
Sweden,2016,male,75+ years,100,359481,27.81788189
